word,word_shape,word_phono,length,frequency_bin,real_wbps,real_mbps,real_wbos,real_mbos,nonword1,nonword1_phono,nonword1_wbps,nonword1_mbps,nonword1_wbos,nonword1_mbos,nonword2,nonword2_phono,nonword2_wbps,nonword2_mbps,nonword2_wbos,nonword2_mbos,nonword3,nonword3_phono,nonword3_wbps,nonword3_mbps,nonword3_wbos,nonword3_mbos
pulgada,CVCCVCV,pulGaDa,7,<10,-0.80978475,-0.84306715,-0.832167,-0.8434797375,pubsida,puBsiDa,-0.971784375,-0.9641819,-1.018231375,-1.0027676125,,,,,,,,,,,,
pulgar,CVCCVC,pulGaR,6,<10,-0.8714357142857143,-0.9179658857142856,-0.8795002857142856,-0.8721951285714287,murgar,muRGaR,-0.9557964285714284,-0.9859853142857145,-0.938825,-0.9454355571428572,molgar,molGaR,-0.9947244285714286,-1.0089460285714285,-1.0059387142857144,-0.9803437,purnar,puRnaR,-1.052388,-0.9995508857142856,-1.0642192857142858,-1.0094797000000002
pulgón,CVCCVC,pulGon,6,<10,-0.9700211428571428,-0.8918250285714286,-0.9974042857142856,-0.9103098428571428,mulsón,mulson,-0.9342662857142856,-0.9062507428571428,-0.9651707142857144,-0.9138429857142858,murgón,muRGon,-1.011667,-0.9371484571428572,-1.0136311428571427,-0.9381945571428572,pusmón,pusmon,-1.0805555714285713,-0.9749621714285712,-1.0666714285714287,-0.9757751285714288
pulidez,CVCVCVC,puliDes,7,<10,-0.921116375,-0.973108525,-1.151406875,-1.0486471125,muladiz,mulaDis,-0.981746,-0.9563724,-1.18305225,-1.0467398625,ruradez,ruRaDes,-1.07190075,-1.05091665,-1.331275,-1.1118391125,,,,,,
pulido,CVCVCV,puliDo,6,<10,-0.8967101428571428,-0.8625883142857144,-0.8919454285714286,-0.8636465571428572,surida,suRiDa,-0.9048541428571428,-0.8855740285714285,-0.8829985714285715,-0.8488655571428572,sucado,sukaDo,-0.8198317142857142,-0.9028247428571428,-0.8327467142857143,-0.8938245571428572,rurado,ruRaDo,-0.9819972857142856,-0.9206194571428572,-1.0053244285714285,-0.9534867
pulidor,CVCVCVC,puliDoR,7,<10,-0.9391605,-0.9327350250000002,-0.966215875,-0.9507491125,ducador,dukaDoR,-0.943141625,-1.0403654,-0.929447125,-0.9762163625,sunador,sunaDoR,-0.948326875,-0.9980849,-0.987814625,-1.0179169875,sutador,sutaDoR,-0.888767625,-1.0202184,-0.9404365,-1.0058576125
pulir,CVCVC,puliR,5,<10,-1.2074583333333333,-1.1018827,-1.1911741666666666,-1.063907816666667,murir,muRiR,-1.2172916666666669,-1.1373252,-1.1952445,-1.14444215,puner,puneR,-1.1764318333333332,-1.0128167,-1.187895666666667,-1.01343815,muler,muleR,-1.1549145,-0.9906125333333334,-1.1524116666666666,-1.0047004833333333
pulmonar,CVCCVCVC,pulmonaR,8,<10,-1.0042188888888888,-0.9474011333333334,-1.0133827777777775,-0.954402988888889,pirsonar,piRsonaR,-0.9948927777777776,-1.0050890222222222,-1.0202235555555557,-1.0361492111111112,pirnonar,piRnonaR,-1.0232336666666668,-1.0983315777777778,-1.0396443333333334,-1.113716988888889,pirgonar,piRGonaR,-1.0703516666666666,-0.993221688888889,-1.068930333333333,-1.001800988888889
pulmonía,CVCCVCVV,pulmonia,8,<10,-1.0766837777777778,-0.9461508,-1.060955222222222,-0.9048521,pignolía,pignolia,-1.107294888888889,-0.9927098,-1.13979,-0.9893156555555556,pigloría,piGloRia,-1.2086422222222222,-1.0265960222222223,-1.1567144444444444,-0.9741321,pignoría,pignoRia,-0.9176931111111112,-0.9044623555555557,-0.9923112222222225,-0.936201877777778
pulmón,CVCCVC,pulmon,6,<10,-1.0329737142857145,-0.9224316,-1.04239,-0.9232505571428572,purlón,puRlon,-1.06707,-1.0474984571428574,-1.0642732857142856,-1.0304191285714288,punsón,punson,-0.9974478571428572,-0.9867940285714286,-1.2288788571428573,-1.0569607,purbón,puRBon,-1.0733411428571429,-1.0006076000000002,-1.0343862857142858,-0.9744065571428572
pulpa,CVCCV,pulpa,5,<10,-1.0214891666666668,-0.9319945333333332,-1.027293,-0.9362259833333334,mulva,mulBa,-1.025378,-1.0046460333333334,-1.0907741666666666,-0.9644579833333332,mulba,mulBa,-1.025378,-1.0046460333333334,-1.1670481666666668,-1.1079454833333335,punza,punsa,-0.9834121666666666,-0.8943222000000001,-1.109206666666667,-0.92206865
pulpo,CVCCV,pulpo,5,<10,-1.1209811666666667,-1.0102843666666663,-1.126737,-1.0052148166666668,purbo,puRBo,-1.0252908333333333,-0.9387878666666666,-1.0878021666666666,-1.001944816666667,punzo,punso,-1.0203181666666663,-0.9627372,-1.1495343333333332,-1.0184618166666668,murpo,muRpo,-1.256996,-1.0871207,-1.2654865,-1.0798144833333334
pulque,CVCCVV,pulke,5,<10,-1.1858361666666666,-0.9895407,-1.1675438571428571,-0.9572868428571428,murque,muRke,-1.2039848333333334,-1.0771670333333334,-1.1029674285714286,-0.9908065571428571,polgue,polGe,-1.115816,-0.9787188666666669,-1.0692668571428572,-0.9337929857142856,molque,molke,-1.256710166666667,-1.0613757,-1.0838635714285714,-0.9826867
pulsera,CVCCVCV,pulseRa,7,<10,-0.87808525,-0.823033025,-0.942224,-0.8705823625000001,pirvera,piRBeRa,-0.92342525,-0.8716852749999999,-0.93868575,-0.8768761125000001,pignera,pigneRa,-0.967026875,-0.886174775,-1.0605735,-0.9676667375,pirpera,piRpeRa,-0.968790125,-0.8557874000000001,-0.9854945,-0.8777418625000001
pulso,CVCCV,pulso,5,<10,-0.9527255,-0.8548988666666665,-0.9852741666666668,-0.8526294833333333,purlo,puRlo,-0.9256801666666666,-1.0452762,-0.939855,-1.04756615,,,,,,,,,,,,
pulular,CVCVCVC,pululaR,7,<10,-1.180974875,-1.0275795250000002,-1.191098375,-1.0527402375,murusar,muRusaR,-1.14464825,-1.1378979,-1.203712875,-1.1798841125,sucucar,sukukaR,-1.1443985,-1.05232665,-1.0864305,-1.0461591125,sucugar,sukuGaR,-1.2666775,-1.156569275,-1.287765,-1.1695178625
pumba,CVCCV,pumba,5,<10,-1.274332,-1.0314978666666663,-1.060441,-0.9838983166666668,mimba,mimba,-1.2574458333333334,-1.1090522,-1.1823891666666666,-1.10633265,puspa,puspa,-1.2434055,-1.0596702,-1.201123333333333,-1.0445853166666668,momba,momba,-1.325865,-1.0417558666666666,-1.1387851666666666,-0.9910373166666668
pundonor,CVCCVCVC,pundonoR,8,<10,-0.9651098888888888,-0.9416533555555556,-0.9984872222222224,-0.9463815444444444,musconor,muskonoR,-1.0219165555555554,-0.949750577777778,-1.0117045555555555,-0.9549148777777778,rumponor,rumponoR,-1.030862,-1.011436911111111,-1.078803,-1.0347392111111111,rumbonor,rumbonoR,-1.0891621111111112,-1.0062471333333334,-1.1132,-1.0244981
punible,CVCVCCV,puniBle,7,<10,-0.92235575,-0.9073245250000002,-0.95665975,-0.9269593625,musable,musaBle,-0.92608925,-0.88429165,-0.903265375,-0.8707276125000001,pusabre,pusaBRe,-1.00218375,-0.975386275,-1.012586,-0.9871984874999998,pusatre,pusatRe,-1.056334375,-0.9657929,-1.049035625,-0.9909292375
punta,CVCCV,punta,5,10-100,-0.90521,-0.8193485333333334,-0.911687,-0.80637415,pirta,piRta,-0.9557133333333332,-0.8680072000000001,-0.9714676666666668,-0.8411524833333334,pesta,pesta,-0.8515831666666666,-0.7143550333333334,-0.8762504999999999,-0.73312915,musta,musta,-0.9611555,-0.8088061999999999,-0.927085,-0.7779441500000001
puntada,CVCCVCV,puntaDa,7,<10,-0.80461525,-0.9138309,-0.816405125,-0.8922473625,rastada,rastaDa,-0.783995625,-0.8574867749999999,-0.807275625,-0.9041678625,ristada,ristaDa,-0.855173625,-0.9409449,-0.887764625,-0.9013711125,piscada,piskaDa,-0.87244675,-0.8964699,-0.8839595,-0.9147939875
puntal,CVCCVC,puntal,6,<10,-0.9755085714285716,-0.9136721714285716,-0.976924,-0.9012179857142858,montal,montal,-0.9994611428571428,-0.8579020285714287,-1.0002721428571428,-0.8653958428571429,pistal,pistal,-0.9498857142857144,-0.8770047428571429,-0.9380971428571429,-0.8543095571428572,pirtal,piRtal,-1.0187971428571427,-0.9555351714285716,-1.0281645714285714,-0.9313372714285716
puntapié,CVCCVCVV,puntapje,8,<10,-1.11889,-0.9650163555555556,-1.123571111111111,-0.951020988888889,mustipié,mustipje,-1.15261,-0.986536688888889,-1.1169322222222222,-0.9740816555555556,ristapié,ristapje,-1.16383,-0.9890628,-1.1870022222222223,-0.9590876555555556,ruscapié,ruskapje,-1.1908633333333334,-0.9914056888888888,-1.1722333333333337,-1.0228258777777777
puntazo,CVCCVCV,puntaso,7,<10,-0.95500075,-0.890680525,-0.997913875,-0.9885531125,mustamo,mustamo,-0.96412775,-0.910155775,-0.938385125,-0.8853499875,muntigo,muntiGo,-0.96454825,-0.924951275,-0.9915445,-0.9404222375,pustigo,pustiGo,-0.976031625,-0.9095244,-0.98414175,-0.9190369875
puntera,CVCCVCV,punteRa,7,<10,-0.8190745,-0.7991111500000001,-0.82078475,-0.7875636125000001,rastera,rasteRa,-0.8263085,-0.7921948999999999,-0.841659125,-0.8546462375,mistera,misteRa,-0.839355625,-0.796384025,-0.828969,-0.7787938625,ristera,risteRa,-0.8974865,-0.8759574000000001,-0.922148125,-0.8522651125
puntero,CVCCVCV,punteRo,7,<10,-0.88651125,-0.830148025,-0.889875875,-0.8133354875000001,rastero,rasteRo,-0.89374525,-0.8232318999999999,-0.910750125,-0.8804182375,mistero,misteRo,-0.90679225,-0.827421025,-0.898060125,-0.8045658625000001,sertero,seRteRo,-0.85474575,-0.82331865,-0.913430375,-0.8614252375
puntería,CVCCVCVV,punteRia,8,<10,-0.7804916666666667,-0.8374762444444444,-0.7885684444444444,-0.7911439888888889,mostiría,mostiRia,-0.776927,-0.9046108,-0.7852753333333333,-0.8704963222222223,mistiría,mistiRia,-0.8118701111111111,-0.888480688888889,-0.8159267777777778,-0.8453646555555555,mostenía,mostenia,-0.933546,-0.911358577777778,-0.9005118888888889,-0.8574626555555557
puntilla,CVCCVCCV,puntija,7,<10,-0.96531225,-0.8695556499999999,-0.8545113333333334,-0.8033965444444444,pistalla,pistaja,-0.949215125,-0.898635275,-0.8487777777777779,-0.8140937666666667,ristilla,ristija,-0.988297,-0.8718846499999999,-0.895717,-0.797903988888889,puscalla,puskaja,-0.99750425,-0.937160525,-0.9088843333333334,-0.8941177666666668
punto,CVCCV,punto,5,>100,-0.9042106666666668,-0.8850472000000001,-0.9105705,-0.8639478166666668,pisto,pisto,-0.913795,-0.8526465333333334,-0.9098466666666668,-0.8277343166666667,perto,peRto,-0.8401298333333332,-0.7563137000000001,-0.8451083333333332,-0.7684094833333334,posto,posto,-0.9800481666666668,-0.8337718666666666,-0.9788873333333332,-0.8129553166666668
puntual,CVCCVVC,puntwal,7,<10,-1.0437285,-0.971747275,-1.047258125,-0.9380062375,pustuar,pustwaR,-1.067985375,-1.016716525,-0.973883625,-0.9752168625,muntuar,muntwaR,-0.97873775,-0.975608525,-0.975426,-0.9573102375,mustual,mustwal,-1.135878375,-0.995850525,-1.039663875,-0.9409044875
puntuar,CVCCVVC,puntwaR,7,<10,-0.999572625,-0.9945009,-1.00080475,-0.9652509874999998,muntual,muntwal,-1.022893625,-0.952855025,-1.021879375,-0.9300654875,muntuas,muntwas,-0.975472125,-1.12963765,-0.97628725,-1.1609316125,mustuar,mustwaR,-1.0917225,-1.01860415,-0.9932105,-0.9681492375
punzada,CVCCVCV,punsaDa,7,<10,-0.845880375,-0.936815525,-0.91987675,-0.9552822375,purgida,puRxiDa,-0.899203375,-0.922408275,-0.94354675,-0.9513198625,pulgida,pulxiDa,-1.00897675,-0.973582775,-1.005373125,-0.9834126125,,,,,,
punzante,CVCCVCCV,punsante,8,<10,-0.8406397777777778,-0.8766371333333335,-0.9141135555555556,-0.9157414333333336,pirvante,piRBante,-0.8430657777777778,-0.8698046888888888,-0.8735773333333333,-0.8955075444444446,murvante,muRBante,-0.8199527777777778,-0.8392302444444445,-0.9790811111111112,-1.0049331,mulvante,mulBante,-0.8752036666666667,-0.9090925777777776,-0.9025225555555556,-0.9088627666666668
punzón,CVCCVC,punson,6,<10,-0.9974478571428572,-0.9867940285714286,-1.135486714285714,-1.005660842857143,puspón,puspon,-1.0002024285714286,-0.9949380285714284,-0.9638065714285714,-0.9773274142857143,purpón,puRpon,-1.0425671428571428,-0.9854004571428572,-1.0494834285714283,-0.9738832714285716,pulpón,pulpon,-0.9432454285714286,-0.9237383142857144,-0.9437148571428572,-0.9115737
pupila,CVCVCV,pupila,6,<10,-1.1493155714285714,-1.0180584571428573,-1.136269857142857,-1.0017042714285715,rudala,ruDala,-1.1534475714285717,-1.0144998857142855,-1.129603,-1.0043252714285715,rusala,rusala,-1.0865484285714284,-1.014025885714286,-1.0205304285714285,-1.0073712714285714,rudisa,ruDisa,-1.0808947142857144,-0.9456311714285714,-1.109001,-0.9736408428571428
pupilo,CVCVCV,pupilo,6,<10,-1.177844142857143,-1.0915131714285715,-1.167287,-1.0623201285714283,mubalo,muBalo,-1.2252872857142858,-1.1379973142857145,-1.2601952857142855,-1.1576204142857145,rudalo,ruDalo,-1.120545,-1.0729294571428571,-1.094113142857143,-1.0649007,rusalo,rusalo,-1.0536457142857143,-1.0685393142857145,-0.9850407142857144,-1.0630852714285717
pupitre,CVCVCCV,pupitRe,7,<10,-1.2397185,-1.087202025,-1.26727875,-1.0801108625,pubacle,puBakle,-1.232477,-1.053440775,-1.241636375,-1.0788994875,pubaple,puBaple,-1.18730975,-1.0226829,-1.29223125,-1.0638046125,pubatle,puBatle,-1.171746,-1.09724065,-1.146762875,-1.0870222375
purga,CVCCV,puRGa,5,<10,-1.0390198333333334,-0.8768341999999999,-1.0233153333333334,-0.8891784833333335,murla,muRla,-1.0183535,-1.020699866666667,-1.0302178333333334,-0.9890164833333334,mulga,mulGa,-0.9546191666666668,-0.8154668666666666,-0.9574333333333334,-0.8276038166666667,murna,muRna,-1.1343151666666669,-0.9016347,-1.1400388333333331,-0.9079594833333334
purgante,CVCCVCCV,puRGante,8,<10,-0.836162111111111,-0.8399002444444444,-0.8188651111111112,-0.8376173222222223,mulmante,mulmante,-0.8304461111111111,-0.8376705777777779,-0.8303067777777778,-0.8518324333333332,mulpante,mulpante,-0.8013317777777778,-0.839579688888889,-0.8009928888888889,-0.8598473222222223,mulbante,mulBante,-0.8752036666666667,-0.9090925777777776,-0.9732193333333332,-0.9600856555555556
purgar,CVCCVC,puRGaR,6,<10,-0.938534,-0.9817868857142856,-0.9256654285714284,-0.9438039857142858,mulgar,mulGaR,-0.8661907142857144,-0.9297557428571428,-0.869195,-0.8917289857142858,murlar,muRlaR,-1.0443332857142855,-1.0498270285714286,-1.0505881428571429,-1.0439072714285715,murnar,muRnaR,-1.0696504285714286,-1.0037443142857143,-1.077378857142857,-1.0111797
purismo,CVCVCCV,puRismo,7,<10,-1.065334125,-0.941219525,-1.077851125,-0.9411322375,murarmo,muRaRmo,-1.072332125,-1.054592525,-1.077354,-1.0457513625,pucermo,puseRmo,-1.139804625,-0.974290025,-1.191487875,-1.0244129875,purargo,puRaRGo,-0.9625495,-0.991966025,-0.9929465,-1.0074263625
purista,CVCVCCV,puRista,7,<10,-0.965541375,-0.84100365,-0.97715375,-0.8332016125,rulasta,rulasta,-1.014817375,-0.8796957750000001,-0.994769625,-0.9032082375,rucasta,rukasta,-1.016909625,-0.9658284,-1.024788625,-0.9110183625,rulesta,rulesta,-1.071721625,-0.9257069,-1.049015375,-0.9247869875
puritana,CVCVCVCV,puRitana,8,<10,-1.0375252222222222,-0.8898969111111111,-1.0221057777777778,-0.8836404333333334,munetaca,munetaka,-1.094220888888889,-0.8932929111111112,-1.0897801111111112,-0.8792558777777777,mucenana,musenana,-1.1058457777777777,-0.9550479111111112,-1.1188466666666668,-0.9970716555555555,mucinaca,musinaka,-1.1062721111111111,-0.8613623555555557,-1.0810934444444444,-0.9100641
puritano,CVCVCVCV,puRitano,8,<10,-1.0284843333333331,-0.8994960222222222,-1.0132794444444444,-0.8948908777777778,munetaco,munetako,-1.093528,-0.8993589111111111,-1.0890096666666669,-0.8819139888888888,mucenano,musenano,-1.096804777777778,-0.965068577777778,-1.1100203333333334,-1.0075886555555555,mucinaco,musinako,-1.1055792222222225,-0.8660270222222223,-1.080323,-0.9135874333333334
purpúrea,CVCCVCVV,puRpuRea,8,<10,-1.2513866666666666,-1.0264793555555556,-1.2546422222222222,-1.0541569888888889,pigrúnea,piGRunea,-1.384793333333333,-1.0950438,-1.35526,-1.054606988888889,,,,,,,,,,,,
purpúreo,CVCCVCVV,puRpuReo,8,<10,-1.2193333333333334,-1.0722538,-1.2444,-1.1074236555555557,pigrúneo,piGRuneo,-1.354761111111111,-1.1330082444444445,-1.3258,-1.0900914333333334,pigmúneo,pigmuneo,-1.3666166666666666,-1.1475182444444445,-1.4414377777777778,-1.1741969888888888,,,,,,
purrela,CVCCVCV,purela,6,<10,-1.248594571428571,-1.1032936000000002,-0.95927925,-0.9185834875,sullelo,sujelo,-1.2300955714285713,-1.2414101714285717,-0.963086375,-1.0042437375,sullesa,sujesa,-1.2892295714285713,-1.0723248857142855,-0.92611025,-0.8947608625000001,sulleza,sujesa,-1.2892295714285713,-1.0723248857142855,-1.0393665,-0.9135141125
putada,CVCVCV,putaDa,6,<10,-0.8222862857142857,-0.9076661714285714,-0.8486555714285714,-0.9120122714285716,sucado,sukaDo,-0.8198317142857142,-0.9028247428571428,-0.8327467142857143,-0.8938245571428572,mucida,musiDa,-0.865457,-0.8518906,-0.9023101428571428,-0.882645842857143,sudida,suDiDa,-0.876892,-0.9522300285714286,-0.8726904285714285,-0.9281617
putativo,CVCVCVCV,putatiBo,8,<10,-0.944478,-0.8973230222222222,-0.9476681111111112,-0.8938054333333333,mumatila,mumatila,-1.1214522222222223,-1.0179626888888889,-1.1444522222222222,-1.0056421,mumatiza,mumatisa,-1.1250411111111112,-0.9708262444444444,-1.141831111111111,-0.9544681000000002,,,,,,
putañero,CVCVCVCV,putaYeRo,8,<10,-1.0724393333333333,-0.939000577777778,-1.0835511111111111,-0.9558386555555556,mucabera,mukaBeRa,-1.0576425555555558,-0.9796635777777778,-1.0637865555555557,-0.9588475444444444,mumajera,mumaxeRa,-1.096628777777778,-1.0041775777777775,-1.2176933333333333,-1.0571792111111111,mumagera,mumaxeRa,-1.096628777777778,-1.0041775777777775,-1.2087655555555556,-1.0704447666666668
putear,CVCVVC,puteaR,6,<10,-1.045839857142857,-0.9869236,-1.0522378571428572,-0.9841765571428572,turaar,tuRaaR,-1.1695358571428571,-0.9481730285714284,-1.2276101428571429,-0.9464081285714286,,,,,,,,,,,,
putero,CVCVCV,puteRo,6,<10,-1.018257,-0.8779373142857143,-1.0204054285714286,-0.8711718428571429,suceto,suseto,-1.0243284285714285,-0.9355366,-1.0332852857142858,-0.9271727,surera,suReRa,-1.0028225714285717,-0.8872836,-1.0213422857142858,-0.9013989857142858,sureno,suReno,-0.9957058571428572,-0.8679026,-1.025083571428571,-0.8985818428571429
putería,CVCVCVV,puteRia,7,<10,-0.88251675,-0.8802174,-0.890118375,-0.8389792375,mucicía,musisia,-1.02172925,-0.957608275,-1.019741,-0.9269573625,,,,,,,,,,,,
puñal,CVCVC,puYal,5,<10,-0.9589848333333334,-0.8903185333333333,-0.9620801666666666,-0.8825144833333334,cusal,kusal,-1.0894625,-1.0109787,-1.0313446666666668,-0.99214415,cubal,kuBal,-1.1012943333333334,-0.9757963666666668,-1.083357,-0.94371365,cunal,kunal,-1.1465361666666667,-0.9764647,-1.1360565,-0.97373215
puñalada,CVCVCVCV,puYalaDa,8,<10,-0.8354308888888888,-0.8631802444444445,-0.8411347777777778,-0.8656910999999999,mujarado,muxaRaDo,-0.8630946666666667,-0.9812930222222224,-0.8579567777777778,-0.9702559888888888,mujadado,muxaDaDo,-0.9030166666666668,-0.9373152444444444,-0.8651311111111111,-0.9115809888888888,mufarado,mufaRaDo,-0.907918777777778,-1.039830466666667,-0.9038654444444444,-0.9289733222222222
pábulo,CVCVCV,paBulo,6,<10,-0.9927791428571427,-0.9396436,-1.0105204285714284,-0.9431001285714286,sácuso,sakuso,-1.0736835714285715,-0.9930146,-1.0914344285714286,-0.9978687,sácumo,sakumo,-1.1251892857142856,-0.9955874571428572,-1.1428322857142856,-1.0011234142857144,sácula,sakula,-0.8174995714285714,-0.7965541714285713,-0.8410462857142856,-0.8123025571428572
página,CVCVCV,paxina,6,10-100,-0.970385142857143,-0.867335457142857,-0.9423747142857144,-0.8811445571428572,sácira,sasiRa,-0.9790515714285714,-0.9297536,-0.8981327142857143,-0.9432009857142856,mádana,maDana,-0.9797962857142856,-0.8725326000000001,-0.9692062857142856,-0.8786061285714286,sácica,sasika,-0.9870865714285716,-0.8315477428571428,-0.9730574285714286,-0.8915232714285715
pájara,CVCVCV,paxaRa,6,<10,-0.8716045714285715,-0.9645224571428572,-0.8664694285714286,-0.9452651285714284,mágira,maxiRa,-0.8821692857142857,-0.9465493142857144,-0.9005958571428572,-0.9349305571428572,máfira,mafiRa,-1.027273857142857,-0.9623034571428573,-1.0256091428571428,-0.9511449857142856,,,,,,
pájaro,CVCVCV,paxaRo,6,10-100,-0.9812387142857144,-1.0686770285714289,-0.9779364285714286,-1.009477842857143,mágiro,maxiRo,-1.0413411428571429,-0.9903401714285714,-1.0595572857142856,-0.9728302714285716,sávara,saBaRa,-0.8080364285714285,-0.9171233142857144,-1.0925931428571427,-0.9912324142857144,,,,,,
pálido,CVCVCV,paliDo,6,10-100,-0.8235979999999999,-0.8221297428571427,-0.8236127142857143,-0.8264865571428572,sátado,sataDo,-0.8297281428571429,-0.9221096,-0.8119430000000001,-0.8935508428571428,sámado,samaDo,-0.8324441428571429,-0.8377514571428571,-0.8550258571428572,-0.8640714142857143,sásado,sasaDo,-0.8085494285714285,-0.8881550285714285,-0.8868861428571428,-0.9559421285714286
pálpito,CVCCVCV,palpito,7,<10,-0.978802,-0.878613275,-0.994186875,-0.8911358625000001,párbato,paRBato,-0.9929825,-0.856868025,-0.969248125,-0.8395378625000001,pársato,paRsato,-0.949504,-0.8729423999999999,-0.95938125,-0.9119893625,párnato,paRnato,-0.931001,-0.892441525,-0.932418,-0.8863544875
pánfila,CVCCVCV,pamfila,7,<10,-1.116890375,-1.039072525,-1.081985625,-0.9781747375,pénnala,pennala,-1.1291965,-1.04074565,-1.142758,-1.0122637375,páldala,palDala,-1.045594375,-0.942467025,-1.030596,-0.9277931125,pénjala,peNxala,-1.215820625,-1.1088274,-1.0387285,-0.9506059875
pánfilo,CVCCVCV,pamfilo,7,<10,-1.141852875,-1.103445275,-1.109125625,-1.0310916125,pénnalo,pennalo,-1.10040675,-1.0887529,-1.111704375,-1.0623724875,pénjalo,peNxalo,-1.18703075,-1.159563025,-1.007674875,-1.0043967375,páldalo,palDalo,-1.016804625,-0.99373015,-0.9995425,-0.9817124875
pánico,CVCVCV,paniko,6,10-100,-0.9515397142857144,-0.8407577428571429,-0.9575101428571428,-0.8405302714285715,máraco,maRako,-0.922467,-0.8225030285714284,-0.9161445714285714,-0.8212307000000001,másaco,masako,-0.9830162857142858,-0.8381756000000001,-1.0259928571428572,-0.8596219857142858,máriso,maRiso,-0.9166725714285714,-0.8887060285714286,-0.9981371428571428,-0.8960342714285715
páramo,CVCVCV,paRamo,6,<10,-0.8202795714285714,-0.8366977428571428,-0.8198897142857142,-0.8455768428571429,márizo,maRiso,-0.9166725714285714,-0.8887060285714286,-0.8660932857142857,-0.8777451285714287,pácivo,pasiBo,-0.938848,-0.8664207428571429,-1.0114141428571428,-0.9328947,márijo,maRixo,-0.9550504285714286,-0.932994314285714,-0.9999007142857144,-0.9338042714285716
párpado,CVCCVCV,paRpaDo,7,<10,-0.919536625,-0.81744215,-0.924960625,-0.8373914875,pálcido,palsiDo,-0.91406825,-0.86544515,-1.017094375,-0.9096082375,pálsido,palsiDo,-0.91406825,-0.86544515,-0.984041375,-0.9181146125,pálmido,palmiDo,-0.94651175,-0.8771041500000001,-0.961325375,-0.9030787375
párrafo,CVCCVCV,parafo,6,10-100,-1.253993142857143,-1.0746431714285714,-1.017858,-0.8607908625,sállago,sajaGo,-1.2503255714285717,-1.1796368857142858,-0.984860625,-0.9025491125,márripo,maripo,-1.3322861428571429,-1.1168651714285716,-1.047350875,-0.9231393625,sállazo,sajaso,-1.1461237142857144,-1.0350623142857145,-0.8809265,-0.9063044875
párroco,CVCCVCV,paroko,6,<10,-1.1347918571428572,-0.9193818857142856,-0.943068625,-0.7623843625000001,sállono,sajono,-1.121463,-1.0321476,-1.031046125,-0.9033378625,sálloso,sajoso,-1.2420312857142857,-1.0271718857142855,-0.959984875,-0.8689244875000001,,,,,,
párvula,CVCCVCV,paRBula,7,<10,-0.98318175,-0.8211636499999999,-1.43250125,-0.9183853625,málqula,malkula,-0.862283625,-0.83215065,-1.235880875,-1.0716023625,málsula,malsula,-1.1116535,-0.91236465,-1.28484125,-0.9115762375,,,,,,
párvulo,CVCCVCV,paRBulo,7,<10,-1.012941625,-0.8716649000000001,-1.4613875,-0.9707663625,málqulo,malkulo,-0.8920435,-0.882610525,-1.2647675,-1.1282322375,málsulo,malsulo,-1.141413375,-0.9628189,-1.3137275,-0.9640186125,,,,,,
pátera,CVCVCV,pateRa,6,<10,-0.8082057142857143,-0.7604603142857143,-0.8046544285714285,-0.7755565571428572,sárena,saRena,-0.9451291428571428,-0.9030228857142856,-0.9943228571428572,-0.8770885571428572,sácero,saseRo,-0.9520314285714286,-0.8606965999999999,-0.9269984285714286,-0.8795659857142858,sácena,sasena,-0.988615,-0.8542911714285714,-0.9808765714285714,-0.8806609857142857
péndulo,CVCCVCV,pendulo,7,<10,-0.8983215,-0.840134275,-0.91720825,-0.8511129875000001,pártulo,paRtulo,-0.888367125,-0.8674016499999999,-0.900597,-0.8686716125,pármulo,paRmulo,-0.8678245,-0.8805904,-0.88540675,-0.8800171125,párculo,paRkulo,-0.86158775,-0.8000023999999999,-0.8894575,-0.8321646125000001
pérdida,CVCCVCV,peRDiDa,7,10-100,-0.804086125,-0.8662635249999999,-0.8097595,-0.8382346125000001,mórdada,moRDaDa,-0.870465875,-0.8179490250000001,-0.84260375,-0.7845962375000001,mórcida,moRsiDa,-0.903238375,-0.8351314000000001,-0.9097025,-0.8386258625,mórmida,moRmiDa,-0.91093575,-0.838291025,-0.92741,-0.8491087375
pérfida,CVCCVCV,peRfiDa,7,<10,-0.94293325,-0.8712892750000001,-0.947003875,-0.8935494875000001,mórvida,moRBiDa,-0.925505125,-0.8617330249999999,-1.0790675,-0.8968042375,pásfada,pasfaDa,-1.03227325,-1.0166564,-1.044188625,-1.0137507375,,,,,,
pérfido,CVCCVCV,peRfiDo,7,<10,-0.95216225,-0.874977275,-0.95168425,-0.9074846125,mórvido,moRBiDo,-0.934734125,-0.865382025,-1.083748,-0.9116194875,pásfado,pasfaDo,-0.994910875,-0.99937165,-1.002475,-0.9839521125,,,,,,
pérgola,CVCCVCV,peRGola,7,<10,-1.02024375,-0.923450025,-0.89577575,-0.8496852375,pásmola,pasmola,-1.012267375,-0.89140365,-1.026180625,-0.8783891125000001,pásfola,pasfola,-1.12205,-1.029193025,-1.0728915,-0.9915792375,,,,,,
pérmico,CVCCVCV,peRmiko,7,<10,-0.873792125,-0.7888150249999999,-0.888908625,-0.8078647375000001,mórdico,moRDiko,-0.929356875,-0.796372525,-0.945670875,-0.8013376125,,,,,,,,,,,,
